PT101,FT101,TT101,Fault_Code
0.91,59.01,27.98,3
1.08,72.32,29.77,3
0.97,61.88,30.18,3
0.95,71.82,29.69,3
0.95,93.78,27.62,3
1.09,74.4,27.88,3
0.93,80.65,28.0,3
0.92,70.83,26.21,3
1.09,59.37,29.66,3
1.0,104.31,37.0,4
0.99,115.12,33.8,4
0.94,104.15,38.49,4
0.92,112.06,34.79,4
0.96,104.59,35.03,4
1.07,117.87,38.12,4
1.1,108.89,35.12,4
1.04,106.5,35.73,4
1.02,100.85,37.52,4
1.05,115.07,33.06,4
0.95,118.4,35.42,4
0.95,104.09,38.25,4
1.03,113.47,34.93,4
1.09,115.28,36.03,4
1.06,104.1,36.87,4
1.0,109.81,35.47,4
1.02,114.61,38.38,4
0.92,100.3,33.27,4
0.99,110.63,38.93,4
0.93,106.52,38.02,4
1.02,107.45,35.21,4
0.98,103.82,37.97,4
1.05,118.62,33.23,4
1.0,119.27,34.5,4
0.91,108.49,36.7,4
0.95,117.71,33.99,4
1.1,114.93,35.78,4
0.99,106.9,38.16,4
1.07,105.0,38.76,4
1.09,100.37,36.25,4
1.09,106.85,38.73,4
0.94,100.55,39.36,4
0.95,103.95,37.16,4
0.94,103.41,38.2,4
0.97,108.36,34.34,4
1.02,102.88,33.07,4
0.92,100.39,33.54,4
1.08,104.4,36.86,4
0.91,104.0,33.25,4
0.97,102.14,34.75,4
0.93,113.28,33.58,4
0.92,112.43,33.75,4
1.1,108.93,33.16,4
1.06,118.17,36.05,4
0.95,110.89,37.71,4
0.98,102.44,39.35,4
0.97,116.04,37.01,4
1.09,104.23,35.34,4
1.03,118.66,35.35,4
0.92,111.18,38.93,4
1.09,109.56,39.43,4
1.1,106.33,37.92,4
1.07,106.03,37.42,4
0.91,111.01,36.94,4
0.92,114.75,38.68,4
1.03,111.4,39.58,4
0.99,103.02,35.47,4
0.91,117.58,38.18,4
0.98,114.62,36.27,4
0.99,103.31,35.78,4
1.04,100.78,37.48,4
0.99,112.49,38.14,4
0.97,100.51,35.74,4
1.02,112.27,33.65,4
0.94,110.58,37.64,4
1.07,105.46,37.22,4
1.08,104.67,34.98,4
1.1,108.91,35.79,4
1.08,103.69,34.72,4
1.01,115.12,34.03,4
0.98,116.25,36.76,4
0.93,102.68,35.59,4
1.1,119.2,33.36,4
0.95,100.21,34.16,4
1.04,116.85,35.42,4
0.96,115.73,37.3,4
0.96,106.68,35.69,4
0.99,101.77,36.44,4
0.95,106.06,37.65,4
0.93,117.51,36.5,4
0.94,107.62,38.95,4
1.07,101.35,34.33,4
0.94,113.52,36.53,4
1.03,103.66,36.23,4
0.97,113.16,36.65,4
1.06,116.54,35.02,4
0.9,101.18,34.87,4
1.08,103.24,37.32,4
0.97,114.04,39.72,4
0.95,108.22,34.1,4
1.01,113.25,34.88,4
0.96,115.22,38.81,4
1.08,119.16,37.64,4
0.99,103.29,34.78,4
0.95,111.7,35.57,4
0.99,115.24,36.1,4
1.02,109.04,34.85,4
1.05,113.49,39.96,4
1.01,119.07,35.5,4
1.04,103.22,33.85,4
0.98,105.66,33.62,4
0.95,115.02,36.5,4
0.93,114.04,38.23,4
1.03,100.89,39.29,4
0.95,107.16,39.27,4
1.05,105.93,37.63,4
1.0,106.68,36.36,4
1.02,111.77,35.99,4
0.99,118.7,37.51,4
1.08,101.15,35.12,4
1.08,117.13,37.08,4
1.08,107.71,36.92,4
0.98,100.51,33.78,4
0.91,110.87,39.7,4
0.96,101.42,37.11,4
0.94,103.82,35.6,4
1.07,101.17,39.58,4
0.98,113.47,34.51,4
0.92,117.88,38.13,4
1.08,117.6,33.88,4
1.01,101.07,38.71,4
0.93,108.0,34.87,4
0.99,109.07,34.99,4
0.94,100.87,39.68,4
1.04,115.5,37.19,4
1.08,106.49,37.65,4
1.1,110.63,38.34,4
0.96,108.7,38.76,4
0.95,100.35,33.2,4
0.95,113.08,38.75,4
1.01,119.28,33.95,4
1.03,104.05,33.87,4
1.04,115.56,36.58,4
0.99,111.7,35.48,4
0.98,114.07,38.2,4
1.06,102.24,38.24,4
1.08,100.29,35.05,4
0.93,116.84,37.35,4
0.93,111.14,39.35,4
1.03,116.75,37.02,4
0.99,117.74,37.97,4
0.96,103.43,39.69,4
1.09,112.12,36.82,4
0.97,112.46,37.4,4
1.08,116.41,35.41,4
1.1,114.08,36.38,4
1.08,116.28,34.01,4
0.96,113.01,33.19,4
1.01,107.96,38.51,4
0.93,110.34,35.37,4
1.05,113.43,39.36,4
0.91,103.96,39.83,4
1.08,107.05,34.92,4
1.02,111.96,33.49,4
0.94,116.15,37.32,4
1.03,100.89,34.89,4
1.08,110.73,37.52,4
0.95,114.8,34.65,4
0.97,104.9,33.79,4
0.99,103.36,35.62,4
1.09,113.38,36.91,4
0.96,110.23,34.51,4
1.03,103.08,39.5,4
1.07,103.05,39.64,4
1.1,118.71,33.79,4
1.05,111.88,39.23,4
0.96,101.96,37.9,4
0.99,100.31,38.85,4
0.96,111.59,36.51,4
0.96,106.66,36.8,4
1.06,115.49,35.65,4
0.99,103.27,36.36,4
0.93,110.1,36.88,4
0.99,112.74,39.13,4
1.02,114.19,36.79,4
1.02,103.37,36.2,4
1.04,119.27,39.67,4
1.06,107.13,33.21,4
1.06,108.77,34.2,4
0.96,103.18,36.78,4
1.06,105.5,37.29,4
1.07,107.68,33.14,4
0.99,119.98,35.53,4
1.0,114.04,33.22,4
1.04,105.23,34.06,4
1.05,119.0,35.87,4
1.04,101.95,37.91,4
1.07,105.42,38.36,4
1.04,111.62,34.98,4
0.93,107.61,36.16,4
0.97,105.31,38.22,4
1.05,117.43,39.91,4
1.09,102.78,37.76,4
0.98,102.94,39.23,4
0.93,107.66,35.42,4
0.96,108.51,39.75,4
0.98,102.39,38.96,4
1.08,114.4,36.25,4
1.0,101.05,38.59,4
1.04,115.55,35.46,4
1.01,119.24,39.41,4
1.04,102.9,35.63,4
1.06,115.27,39.07,4
1.08,101.13,39.61,4
1.04,116.63,36.42,4
1.02,119.72,38.24,4
0.96,116.39,38.48,4
1.02,119.57,33.58,4
1.08,108.27,37.47,4
0.93,109.64,38.62,4
0.99,116.26,33.84,4
0.92,112.77,34.43,4
1.03,109.98,33.69,4
1.04,105.58,39.72,4
1.0,112.67,33.07,4
1.02,112.28,36.29,4
1.01,113.36,37.98,4
1.03,115.24,33.12,4
0.93,102.58,35.4,4
1.0,119.22,39.47,4
1.01,115.54,38.1,4
1.09,113.13,39.5,4
1.03,110.06,37.92,4
0.94,107.37,37.26,4
0.98,102.79,38.22,4
1.02,118.07,33.97,4
1.08,119.76,34.93,4
1.06,102.82,38.33,4
1.02,110.91,39.74,4
1.01,100.61,37.2,4
0.94,102.37,33.3,4
1.05,116.06,36.62,4
1.05,105.87,34.2,4
0.97,104.75,34.34,4
1.03,117.3,37.47,4
1.1,113.05,34.37,4
0.91,109.21,36.89,4
1.08,110.66,35.92,4
1.03,108.17,37.22,4
1.07,106.74,40.0,4
1.09,105.22,35.29,4
0.98,101.66,35.6,4
1.04,100.0,33.69,4
0.98,101.37,36.71,4
1.08,111.47,36.64,4
1.09,103.11,36.82,4
1.02,111.98,39.75,4
1.02,112.82,39.08,4
1.03,118.44,37.82,4
0.92,116.81,33.08,4
1.02,115.09,33.23,4
1.07,118.8,35.64,4
1.08,119.75,37.02,4
1.0,114.79,39.61,4
1.1,105.33,33.17,4
1.05,102.1,36.77,4
1.09,117.23,33.36,4
0.9,113.71,36.84,4
1.03,112.1,39.92,4
1.04,108.58,33.44,4
1.02,117.48,36.26,4
1.07,108.25,33.16,4
1.0,106.1,39.03,4
1.09,111.09,33.23,4
1.0,105.35,35.19,4
0.97,101.98,37.72,4
0.96,107.66,33.04,4
0.98,108.88,34.26,4
0.97,117.29,36.42,4
1.02,108.93,35.73,4
0.98,119.44,36.69,4
0.92,103.98,34.48,4
0.9,109.09,34.97,4
1.03,103.26,36.04,4
0.97,109.68,35.09,4
1.08,102.47,38.74,4
0.99,116.21,36.36,4
1.0,119.58,36.95,4
1.09,103.82,35.54,4
1.04,106.99,35.3,4
1.01,113.62,37.09,4
0.99,101.02,34.65,4
0.94,116.63,35.71,4
0.97,105.16,36.49,4
1.04,109.05,36.14,4
1.07,100.01,37.98,4
1.07,110.54,37.96,4
1.03,108.67,34.5,4
0.97,113.85,35.47,4
1.1,108.36,33.24,4
0.98,119.69,39.61,4
0.93,102.59,35.94,4
0.99,118.08,34.31,4
0.96,114.44,33.33,4
0.9,114.36,38.93,4
1.01,100.4,33.16,4
0.94,105.22,39.47,4
1.1,104.07,39.93,4
1.01,119.15,33.04,4
0.91,101.71,36.35,4
0.96,107.9,36.76,4
1.06,116.98,39.29,4
1.02,111.51,36.35,4
1.02,105.17,37.78,4
0.94,101.66,39.67,4
1.01,118.19,34.88,4
1.06,108.3,37.75,4
0.96,110.31,35.02,4
0.9,109.46,36.6,4
1.03,119.76,36.57,4
0.98,104.58,38.4,4
0.97,116.72,33.58,4
1.05,104.83,34.99,4
1.05,106.69,35.99,4
1.03,114.63,39.16,4
1.02,113.36,36.07,4
1.03,104.54,34.93,4
1.01,102.14,34.89,4
0.93,110.33,37.11,4
1.09,115.22,36.97,4
1.07,105.39,34.26,4
1.07,117.77,36.55,4
1.06,112.65,34.8,4
0.95,112.14,33.2,4
1.04,101.22,36.83,4
1.08,101.24,36.86,4
1.03,107.08,38.18,4
1.02,116.03,36.93,4
1.1,103.28,37.39,4
0.97,119.99,34.86,4
1.09,118.69,39.22,4
0.96,110.84,35.0,4
1.02,111.33,33.83,4
1.05,112.33,37.05,4
0.93,117.32,35.1,4
0.96,100.32,35.06,4
1.08,118.08,37.31,4
1.05,116.42,33.68,4
0.98,118.03,33.73,4
0.96,102.66,39.91,4
1.05,117.33,34.65,4
1.06,103.82,36.53,4
0.98,103.81,37.81,4
1.03,106.61,35.05,4
1.09,110.85,39.18,4
1.03,102.99,39.8,4
0.96,112.64,34.0,4
0.94,104.91,36.35,4
0.97,110.27,39.09,4
1.01,109.24,34.38,4
0.96,103.48,34.63,4
0.98,105.91,37.42,4
1.09,119.72,34.95,4
0.92,108.65,33.54,4
0.95,114.79,36.54,4
1.06,108.17,33.12,4
1.04,102.81,38.52,4
1.06,103.7,39.05,4
0.98,114.94,35.46,4
1.08,119.71,33.22,4
1.02,104.36,37.7,4
0.98,100.13,34.98,4
0.94,107.9,36.75,4
1.06,109.26,36.96,4
1.09,117.59,33.29,4
1.09,103.52,35.36,4
1.02,102.87,34.14,4
1.0,111.9,38.27,4
1.01,105.52,36.25,4
1.07,113.34,38.66,4
0.93,108.78,39.12,4
1.0,118.74,35.96,4
0.99,100.53,38.14,4
0.95,113.57,37.98,4
1.07,105.08,33.77,4
1.01,103.1,38.46,4
1.06,106.23,33.42,4
0.92,109.77,39.78,4
1.06,111.4,39.12,4
1.01,105.78,38.51,4
0.91,102.72,39.32,4
1.04,115.8,37.97,4
0.92,108.01,39.25,4
0.93,105.9,37.6,4
1.02,115.65,37.56,4
1.03,109.56,38.22,4
0.95,119.13,38.91,4
1.1,115.94,35.89,4
1.02,119.89,35.7,4
1.08,112.84,37.14,4
0.93,107.8,36.06,4
0.95,116.0,37.91,4
0.94,101.45,38.54,4
1.01,113.86,38.6,4
1.03,118.55,36.32,4
1.02,105.4,37.91,4
0.97,100.78,38.71,4
1.05,114.2,35.63,4
1.08,111.47,39.42,4
0.96,110.17,33.74,4
1.08,113.27,33.56,4
1.09,107.74,36.18,4
0.92,114.68,36.7,4
1.0,115.25,37.78,4
1.08,111.35,36.02,4
0.97,107.08,38.99,4
1.06,106.38,39.84,4
1.02,105.3,34.85,4
0.98,111.94,33.82,4
1.07,115.51,33.67,4
0.93,109.68,38.76,4
0.98,101.42,38.91,4
0.99,119.03,34.33,4
1.06,113.39,38.68,4
1.0,101.41,34.13,4
0.92,110.58,33.74,4
0.97,102.67,36.07,4
0.9,104.66,39.8,4
0.92,110.53,35.54,4
1.02,114.29,36.47,4
1.02,111.46,34.23,4
0.93,116.23,37.81,4
1.05,104.19,35.47,4
1.03,112.45,36.77,4
1.04,116.4,34.94,4
0.97,105.07,39.21,4
1.01,115.96,39.15,4
1.04,105.13,36.05,4
0.98,113.15,39.8,4
1.03,119.95,37.99,4
1.06,112.18,34.72,4
1.09,100.05,37.83,4
1.06,116.52,37.43,4
1.1,112.95,35.12,4
1.05,112.05,38.33,4
0.94,112.65,39.16,4
0.9,117.24,36.53,4
0.94,113.81,35.64,4
0.97,106.79,34.35,4
1.04,105.96,36.76,4
0.94,107.51,37.32,4
0.97,119.47,33.78,4
1.05,107.77,38.26,4
0.95,111.42,38.35,4
1.06,106.39,38.55,4
1.04,109.13,37.95,4
1.01,109.64,33.32,4
1.05,102.89,33.61,4
0.91,117.81,37.88,4
0.97,112.37,38.39,4
1.0,117.49,39.11,4
0.97,107.48,35.45,4
0.91,117.18,36.83,4
0.99,100.4,39.41,4
0.97,111.96,34.69,4
0.91,117.16,37.19,4
1.1,103.71,37.38,4
1.02,116.84,36.18,4
1.08,105.8,39.5,4
1.04,119.74,36.63,4
0.99,101.1,38.27,4
1.09,100.45,36.41,4
1.02,112.71,34.69,4
1.06,115.25,36.1,4
0.92,106.64,36.55,4
0.99,118.23,35.58,4
0.98,104.51,38.94,4
0.99,111.1,38.48,4
0.93,102.18,33.98,4
0.99,117.38,33.43,4
1.01,105.16,39.47,4
1.05,118.94,35.83,4
0.93,118.07,38.0,4
1.01,114.68,37.05,4
0.93,109.55,37.63,4
1.0,105.47,33.93,4
0.91,103.68,36.32,4
0.99,109.75,36.72,4
0.9,108.0,33.94,4
1.1,102.57,34.54,4
0.91,100.81,37.72,4
0.96,100.25,33.83,4
0.91,116.71,36.97,4
1.06,116.87,38.25,4
0.94,111.67,33.26,4
1.0,103.56,38.85,4
0.96,116.85,36.18,4
0.93,102.99,34.66,4
1.03,113.03,34.51,4
0.93,101.84,38.91,4
1.05,110.23,33.12,4
0.92,113.28,33.79,4
0.91,109.76,37.23,4
0.95,116.0,36.14,4
1.09,105.58,33.08,4
1.01,103.57,36.42,4
1.04,110.9,35.56,4
0.91,103.36,36.71,4
1.03,104.07,38.48,4
0.96,116.42,35.65,4
0.94,119.48,34.63,4
1.04,103.29,33.02,4
1.02,116.12,33.52,4
1.04,116.36,36.32,4
1.09,105.9,37.8,4
1.06,115.36,36.15,4
1.08,105.24,38.26,4
1.06,117.16,33.87,4
0.93,119.52,33.27,4
0.99,108.0,39.58,4
0.92,115.23,39.97,4
0.92,105.57,37.12,4
1.01,106.62,34.27,4
1.03,116.45,38.92,4
1.09,111.16,34.3,4
0.94,113.61,33.94,4
1.02,116.94,36.89,4
1.09,104.08,35.66,4
1.04,119.83,38.48,4
1.09,101.02,37.76,4
1.05,104.78,37.31,4
0.92,110.59,35.65,4
0.92,110.06,34.0,4
1.03,114.87,38.06,4
1.03,103.68,38.77,4
0.94,118.55,36.25,4
1.04,118.46,39.29,4
0.94,118.71,34.85,4
0.97,111.63,38.95,4
1.1,111.68,36.46,4
1.01,119.27,36.4,4
0.9,102.11,39.38,4
0.99,111.5,38.41,4
0.91,109.54,39.33,4
1.03,106.05,39.38,4
1.08,115.58,34.75,4
0.92,112.4,38.29,4
1.05,117.07,33.21,4
0.91,112.81,34.63,4
0.94,113.3,39.2,4
1.04,105.71,36.24,4
1.06,117.11,35.75,4
0.92,101.17,39.19,4
0.97,103.12,37.79,4
1.01,115.84,38.25,4
1.07,106.63,38.13,4
1.02,110.11,39.23,4
0.92,118.55,38.48,4
0.93,116.28,35.65,4
1.05,108.4,39.6,4
0.98,118.79,39.66,4
0.96,111.99,34.52,4
1.05,109.19,38.24,4
1.05,113.9,37.15,4
0.94,100.87,33.57,4
0.92,103.19,34.13,4
0.93,105.44,37.56,4
1.05,115.4,34.68,4
0.96,117.68,34.96,4
0.93,108.31,35.18,4
1.09,101.68,34.9,4
1.09,107.42,35.7,4
1.04,102.28,36.56,4
0.91,107.25,36.08,4
1.03,119.83,36.35,4
1.1,102.11,35.77,4
1.02,107.38,33.52,4
0.9,105.69,38.26,4
1.08,101.73,34.66,4
0.96,108.25,36.78,4
0.91,100.19,34.54,4
1.02,104.37,33.32,4
1.05,115.21,34.65,4
0.91,113.38,38.41,4
1.04,119.25,35.33,4
1.06,119.05,36.36,4
0.9,107.37,33.58,4
1.02,104.04,39.85,4
1.05,117.45,39.7,4
0.91,102.49,39.95,4
1.0,114.41,37.83,4
1.07,101.72,36.86,4
1.08,102.86,35.98,4
0.97,104.57,33.98,4
0.91,104.36,34.43,4
1.06,101.3,37.76,4
0.95,115.07,35.75,4
1.06,119.23,36.22,4
0.91,101.35,35.82,4
0.98,106.56,38.45,4
1.0,107.92,35.99,4
0.99,114.12,34.24,4
1.09,116.05,38.77,4
0.95,106.14,39.24,4
0.97,103.29,39.73,4
0.98,117.16,35.37,4
1.08,118.19,37.44,4
0.91,113.93,33.59,4
1.0,114.52,38.16,4
0.93,115.66,39.34,4
1.03,108.49,37.72,4
1.06,109.28,36.84,4
1.02,106.16,38.89,4
0.91,100.37,33.51,4
0.98,104.16,34.06,4
1.01,117.62,34.88,4
1.07,118.7,35.45,4
1.09,117.57,36.45,4
0.94,117.9,36.32,4
0.96,100.34,39.81,4
0.95,119.45,34.86,4
1.05,115.51,35.07,4
1.04,113.6,35.42,4
0.93,106.27,33.13,4
0.94,106.01,38.74,4
1.1,118.81,37.89,4
0.93,107.2,39.88,4
0.95,102.69,39.78,4
0.93,106.92,38.32,4
0.93,101.2,35.38,4
0.92,101.38,35.68,4
0.93,108.87,38.84,4
1.09,105.51,35.74,4
0.92,108.9,36.92,4
0.94,117.18,38.89,4
0.95,110.56,38.79,4
0.98,113.19,33.91,4
1.02,102.46,33.25,4
1.0,114.62,38.59,4
0.98,119.06,35.52,4
1.0,115.96,38.06,4
1.07,118.38,36.56,4
0.99,113.34,36.46,4
0.95,116.67,39.79,4
0.98,118.57,33.05,4
1.08,109.72,34.78,4
0.92,101.68,35.94,4
1.06,112.92,38.82,4
1.05,103.78,33.8,4
0.9,119.11,34.72,4
1.01,102.54,35.88,4
0.96,117.25,33.71,4
0.96,119.85,39.93,4
0.91,110.06,37.5,4
1.0,114.71,38.91,4
1.01,110.05,34.62,4
0.98,114.25,37.39,4
1.06,118.54,37.67,4
0.92,101.99,37.77,4
0.94,108.42,35.61,4
1.0,109.3,38.43,4
0.97,106.1,39.02,4
1.0,104.58,35.41,4
0.96,117.46,35.17,4
0.95,114.13,36.32,4
1.07,115.21,37.56,4
0.97,104.64,37.57,4
0.95,104.9,35.14,4
1.04,119.6,35.53,4
1.02,109.76,38.48,4
0.97,100.03,35.92,4
0.97,107.89,36.07,4
0.93,117.75,33.05,4
1.05,114.42,37.7,4
1.04,114.75,35.61,4
0.97,117.96,35.41,4
1.02,103.92,33.4,4
1.01,117.06,39.47,4
1.03,117.56,34.25,4
0.97,118.07,35.98,4
1.02,117.31,35.81,4
1.05,106.32,36.99,4
1.09,103.14,35.99,4
1.05,108.06,37.48,4
0.91,103.85,37.7,4
1.02,112.99,36.09,4
1.1,114.47,39.23,4
1.05,105.08,33.4,4
0.91,115.7,33.88,4
1.03,100.89,33.19,4
0.98,109.8,36.52,4
0.94,112.09,38.26,4
1.04,100.15,39.32,4
0.96,102.16,33.62,4
1.02,108.37,35.11,4
1.05,101.72,33.03,4
0.99,115.4,35.98,4
0.95,109.8,38.22,4
0.95,108.16,36.97,4
1.0,108.07,38.16,4
0.93,119.84,39.11,4
1.1,114.21,36.79,4
1.02,109.17,37.58,4
1.01,108.93,35.63,4
0.91,107.45,39.38,4
0.93,116.39,33.73,4
1.03,100.0,36.16,4
1.03,112.94,37.25,4
1.09,116.71,34.18,4
0.94,114.35,38.61,4
0.95,104.07,34.57,4
0.91,108.79,38.08,4
1.05,105.64,36.08,4
1.02,119.42,36.12,4
1.03,119.51,36.75,4
1.03,116.66,37.37,4
0.93,113.26,39.75,4
1.01,112.4,39.09,4
0.94,119.63,39.52,4
1.1,115.88,34.25,4
0.94,116.07,34.47,4
1.07,104.54,39.7,4
0.95,108.3,36.51,4
0.94,109.13,39.85,4
1.08,117.68,37.6,4
1.1,108.69,36.49,4
1.04,108.99,37.1,4
0.98,100.05,33.9,4
0.91,106.24,33.24,4
1.06,107.26,38.68,4
0.95,106.19,37.5,4
1.04,103.71,36.32,4
0.98,108.87,36.7,4
0.96,116.76,33.55,4
0.94,100.37,34.34,4
0.98,110.09,36.94,4
1.09,119.78,34.33,4
0.9,104.46,35.41,4
0.95,113.81,33.34,4
0.91,116.42,39.36,4
1.01,110.15,36.7,4
0.93,111.57,38.08,4
0.99,106.42,35.08,4
1.08,106.55,33.69,4
1.08,104.41,34.54,4
1.09,100.96,36.0,4
1.04,103.0,33.94,4
1.02,113.91,35.54,4
0.98,117.55,33.99,4
0.98,111.72,34.44,4
0.91,112.39,34.68,4
1.02,116.82,34.39,4
0.92,101.64,34.86,4
1.05,112.13,35.83,4
1.02,109.02,36.57,4
1.04,114.22,33.68,4
0.92,112.47,34.11,4
1.06,106.39,35.82,4
1.01,115.53,36.41,4
0.96,104.1,36.65,4
1.0,103.4,37.56,4
1.01,115.22,34.08,4
1.0,103.38,33.27,4
0.92,115.23,34.43,4
1.06,119.0,34.8,4
0.91,113.93,37.13,4
1.09,103.32,37.75,4
0.9,107.6,34.66,4
1.07,103.35,36.75,4
0.97,109.04,35.28,4
0.97,109.34,34.93,4
0.96,116.17,34.56,4
1.0,116.22,35.04,4
1.09,112.29,37.46,4
0.93,100.76,35.98,4
1.09,107.92,38.61,4
1.03,115.16,39.78,4
0.92,110.88,39.01,4
1.01,101.27,36.59,4
0.99,105.68,35.12,4
1.05,110.74,33.6,4
1.05,116.33,35.51,4
1.03,107.28,38.13,4
1.01,110.94,35.92,4
1.02,104.94,36.53,4
0.95,110.84,34.29,4
0.97,111.81,37.46,4
1.0,106.38,35.81,4
1.08,111.25,37.4,4
1.04,100.43,33.02,4
0.97,118.13,33.51,4
1.04,100.05,35.97,4
1.03,104.23,33.7,4
1.06,108.21,34.24,4
0.98,105.1,38.21,4
0.92,104.99,36.08,4
0.91,103.42,39.41,4
1.05,119.07,33.61,4
1.0,113.99,35.72,4
0.98,110.48,38.92,4
1.08,105.4,37.22,4
1.01,105.51,39.63,4
0.97,107.02,34.12,4
1.03,102.31,33.84,4
1.05,116.75,37.87,4
1.0,107.21,38.6,4
1.01,119.5,38.24,4
0.96,104.13,37.95,4
1.07,100.68,34.85,4
1.0,118.39,35.19,4
1.06,112.02,34.92,4
0.95,109.83,35.82,4
0.9,110.88,39.05,4
1.05,119.89,38.46,4
0.94,119.02,37.88,4
1.07,106.93,33.72,4
1.08,102.32,38.09,4
0.93,119.3,38.87,4
0.94,101.08,33.47,4
1.07,103.84,34.12,4
1.07,113.6,38.53,4
1.08,118.36,39.95,4
1.02,101.91,33.44,4
1.08,116.63,39.75,4
0.92,100.55,34.12,4
1.03,100.21,33.24,4
1.0,101.46,33.4,4
0.96,100.21,34.06,4
0.96,113.14,38.88,4
0.94,109.16,38.46,4
0.93,109.29,34.52,4
1.08,108.39,34.43,4
0.98,104.78,39.62,4
0.96,114.71,33.47,4
1.08,100.01,33.27,4
1.09,111.93,33.1,4
0.98,109.74,38.19,4
0.93,102.61,38.8,4
0.93,101.61,36.48,4
0.91,110.85,37.57,4
0.91,117.5,37.7,4
0.91,103.74,35.5,4
0.95,111.3,38.79,4
0.96,105.25,36.38,4
1.04,107.86,36.63,4
0.99,100.25,38.39,4
0.97,119.72,34.13,4
0.92,104.52,34.24,4
0.91,118.84,35.81,4
0.96,113.85,35.7,4
0.91,104.5,35.26,4
1.03,101.81,34.33,4
1.07,106.28,33.09,4
0.93,101.21,38.74,4
0.95,103.68,39.22,4
1.05,103.7,34.9,4
0.98,116.76,34.38,4
0.9,106.7,35.83,4
0.97,107.26,37.79,4
1.01,116.1,38.22,4
0.97,112.13,36.14,4
1.08,106.13,33.14,4
0.91,113.02,35.12,4
1.03,105.72,37.7,4
1.09,117.81,36.05,4
1.06,103.3,37.01,4
0.93,104.14,39.89,4
0.94,116.29,39.2,4
0.98,119.0,33.31,4
0.9,101.02,37.65,4
0.93,103.76,39.32,4
0.97,106.62,34.96,4
0.92,100.73,33.02,4
0.98,106.13,38.12,4
0.95,103.88,33.6,4
0.98,106.96,39.57,4
1.04,111.89,35.4,4
0.98,104.57,34.79,4
1.05,105.19,33.3,4
1.09,113.8,36.15,4
1.05,116.83,34.51,4
1.02,118.1,34.4,4
0.96,106.98,36.82,4
1.06,100.18,33.73,4
0.92,109.91,37.06,4
1.02,106.08,39.83,4
1.09,116.09,39.23,4
1.07,109.89,39.58,4
0.92,104.52,36.75,4
0.97,101.0,35.69,4
1.03,109.66,37.43,4
0.92,105.48,37.67,4
1.07,116.58,34.52,4
0.92,108.13,35.91,4
1.04,112.91,39.03,4
1.1,101.03,38.61,4
0.95,101.55,35.91,4
0.97,116.02,38.28,4
0.91,104.11,33.55,4
1.0,113.3,36.67,4
0.97,108.04,34.47,4
0.94,100.62,39.12,4
0.93,113.62,36.52,4
0.92,102.0,36.38,4
0.98,117.17,35.66,4
1.01,114.06,33.2,4
0.93,110.63,33.79,4
1.0,103.51,38.92,4
0.95,105.23,37.31,4
1.02,109.59,36.11,4
0.94,104.75,39.63,4
0.98,113.61,33.39,4
0.97,105.81,38.49,4
0.99,102.49,38.11,4
0.93,103.76,36.79,4
0.99,100.07,34.43,4
0.98,112.08,33.65,4
0.97,105.96,35.03,4
1.05,118.81,36.88,4
1.07,108.3,33.62,4
1.03,108.23,39.24,4
1.0,117.21,38.21,4
1.0,108.58,39.89,4
0.91,112.24,39.19,4
1.05,109.92,38.6,4
1.07,112.35,38.63,4
0.98,101.92,38.98,4
1.06,117.49,33.21,4
0.97,105.3,33.51,4
1.04,114.42,38.14,4
0.95,110.56,38.62,4
0.99,102.95,38.09,4
0.93,118.64,38.42,4
1.05,111.42,33.53,4
0.91,104.48,38.86,4
1.06,110.4,39.33,4
0.91,109.98,35.71,4
1.09,116.61,33.5,4
1.04,113.62,37.5,4
0.97,108.29,37.16,4
0.96,107.51,34.67,4
1.06,100.09,36.25,4
1.04,115.29,39.43,4
0.94,115.3,34.79,4
1.05,119.85,34.45,4
0.93,105.29,37.14,4
0.93,108.23,36.53,4
1.02,110.19,37.17,4
1.05,111.12,35.18,4
1.05,119.65,35.36,4
0.97,108.61,35.37,4
1.09,119.52,34.26,4
1.04,108.63,38.89,4
0.92,118.78,36.32,4
1.04,116.38,37.33,4
1.05,100.22,36.69,4
1.05,106.38,35.93,4
1.01,116.93,34.74,4
1.06,104.56,33.65,4
0.94,102.24,34.28,4
1.09,111.14,33.22,4
1.09,108.91,33.21,4
1.04,111.46,38.68,4
0.96,114.54,34.62,4
1.08,108.25,34.91,4
1.05,118.34,38.84,4
1.07,112.57,34.76,4
0.99,100.3,38.06,4
1.06,117.46,35.04,4
1.08,101.39,35.89,4
0.97,110.53,36.71,4
1.05,105.84,35.3,4
1.04,117.1,36.57,4
0.94,110.44,34.68,4
1.01,105.7,36.49,4
0.91,110.16,37.97,4
1.1,105.34,33.84,4
0.96,103.18,38.84,4
0.91,115.82,37.3,4
1.09,111.25,35.85,4
1.02,118.02,33.76,4
1.07,110.28,35.07,4
1.04,111.66,39.1,4
0.96,109.44,33.31,4
1.09,109.66,36.46,4
1.1,102.47,39.76,4
1.09,113.82,39.35,4
0.96,105.68,34.25,4
1.07,113.93,33.27,4
0.97,109.52,34.11,4
1.08,105.0,39.85,4
0.95,113.44,34.62,4
1.07,116.64,35.05,4
0.94,101.52,34.78,4
1.0,102.43,38.98,4
0.96,112.75,33.48,4
0.9,108.65,39.47,4
1.06,110.36,35.9,4
0.94,112.85,38.45,4
